,Country,Region_Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
58,Qatar,Asia & Oceania,5.1780037,10.5820021,10.6650049,4.7230073,6.7310031,16.1510007,13.2840001,12.1169969,10.6440017,21.2300082,15.2089992,19.0190005,20.1030002,23.6949965,20.8059972,31.6966009,23.2808086,32.4295765,45.01359,53.8454563,58.1905369,42.2639222,49.4475034,46.45958,43.691421,55.3322152,75.0349254,94.8255753,64.9607271,183.1250309
59,Republic of Korea,Asia & Oceania,895.734003,864.9250083,1003.5510034,1079.2760002,1184.8769959,1102.7720035,996.9010099,1178.6550004,1071.1550035,1138.3650044,1316.3879955,1330.8119894,1412.3279931,1402.654979,1500.8745843,1536.8234773,1572.2806677,1586.7974597,1845.3671252,1798.7495919,2010.6834863,2345.7895082,2106.4805445,2141.1030221,2418.9411004,2518.0944521,2779.7937569,2893.4107421,2898.6494075,3133.6975161
60,Samoa,Asia & Oceania,1.0400021,0.3924906,0.4721654,0.6864854,0.102816,0.0793254,0.6330146,0.043316,0.1163306,0.13,0.0798014,0.0798014,0.0325684,0.1190639,0.2003162,0.2828147,0.3929187,0.2509304,3.0991277,2.6446322,4.6870857,4.4605807,7.2759786,9.3470397,11.7624947,14.0637682,16.4965555,14.2362539,5.3537852,3.4729846
61,Saudi Arabia,Asia & Oceania,275.0530106,343.1240019,231.8720041,144.2319991,106.9359991,290.5890066,281.1200026,214.7260014,343.9040019,364.853011,412.7469918,389.2269926,453.6550337,474.2000545,566.1332346,596.2629834,643.8410556,757.9642589,830.5495005,853.9446673,955.3363342,1029.5841677,1214.9317682,1331.6378767,1383.3098104,1683.8637298,1370.9570355,1532.2255945,1245.8386825,1284.3696776
62,Singapore,Asia & Oceania,1214.4419992,1099.4719995,1552.2749988,1614.5749997,1770.2169984,1041.0610001,862.1190006,1100.1969998,697.9910021,869.6700021,944.1509265,1051.8829042,1118.7869029,990.6199017,1392.8464373,1263.503752,1014.7499033,879.4380146,767.0174721,581.9529586,624.4769845,643.5004275,760.6733491,680.6412463,766.5899028,873.6320706,681.3965002,699.4418602,807.4428442,894.6251517
63,Solomon Islands,Asia & Oceania,0.3400008,0.2779995,0.16666,0.16666,0.16666,0.16666,0.16666,2.41666,2.1,2.1,2.1,0.4644811,0.635663,0.2774474,2.6080217,4.1405225,7.5830169,10.7728238,10.5119651,9.9611496,10.0540707,4.5445747,9.6939135,1.5846506,6.8165476,10.3458851,3.1001209,2.2832153,1.1035482,0.9296127
64,Syrian Arab Republic,Asia & Oceania,26.25,166.0760004,180.8340005,228.9680035,185.3840004,200.0400011,218.5669981,209.490007,268.2409994,276.7880018,221.3109974,640.7909971,450.1275264,207.9533303,343.8395303,407.6425241,266.2483107,593.792104,346.6652842,725.106656,501.4801006,604.7291642,477.9028163,436.7773015,463.3269997,423.1579997,402.9339821,459.9624615,459.9624615,515.7988007
65,Taiwan,Asia & Oceania,146.0630029,183.8690002,173.4719962,156.7210035,212.8770111,166.4309969,209.5160051,253.9440112,268.2190023,318.0869979,402.1509605,442.7189577,478.3459538,490.8649539,360.5026733,324.5793719,295.276071,358.0800304,319.0676739,359.9623837,453.2204576,469.7925627,475.8954741,557.0933414,583.185916,667.2607233,697.8077176,850.9462298,789.3315937,833.7757069
66,Tajikistan,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3768044
67,Tonga,Asia & Oceania,0.1449986,0.2500008,0.2220031,0.3019987,0.4160021,0.1950014,0.428004,0.2310031,0.3210007,0.3650023,0.8373201,1.1060033,0.7848867,0.6532667,0.34653,0.7230967,1.0742634,3.39522,1.4555785,2.0204347,1.6737619,1.8065101,1.7719819,2.0861695,0.9713961,1.2938417,1.3000003,0.5175995,1.2484364,0.1035189
68,Turkey,Asia & Oceania,140.3720053,164.5920074,171.2720018,219.6220065,142.3920007,201.0129989,251.8499992,252.9830082,295.810002,268.0270088,291.637228,294.2774068,363.1524838,372.2426204,410.7363724,472.4334929,509.3537453,530.0058494,499.6559027,533.6328655,625.3691978,656.4602891,723.3500264,841.9745974,986.6850222,1248.7465027,1191.7380297,1474.3137352,1463.9643317,1862.997661
69,United Arab Emirates,Asia & Oceania,79.2689997,93.7570008,116.5480052,102.9150027,93.7030149,114.9690083,137.796001,124.8539961,174.6530117,91.7815708,189.2080209,246.8270044,241.2720036,224.7929833,299.017004,356.7207402,317.6859632,324.1408718,319.9347069,345.3927122,296.1447724,349.9362792,369.3907937,468.3111231,463.1254485,530.4295334,605.800158,845.0375911,1118.3208296,1351.8722807
70,Uzbekistan,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8225049,119.6268348
71,Vanuatu,Asia & Oceania,0.4109974,0.2690028,0.5780011,0.3520033,0.4540018,0.3179994,0.4170006,0.5297723,0.2105663,0.2914403,0.9195149,0.3942921,0.4189446,1.9189997,0.3579997,0.9888965,0.385505,1.3357493,1.2717905,0.8057419,1.5675066,1.5580063,0.9411812,1.7783001,1.5795318,1.483089,1.6149998,3.6366779,6.1244106,2.1797359
72,Anguilla,Caribbean,0.0090012,0.055,0.0789998,0.3300008,0.3000014,0.0370021,0.0320008,0.3490029,0.8410018,0.6690039,0.762,0.7630003,0.8760008,0.7402383,0.6935625,0.4698862,0.5298489,0.4106894,0.6143534,0.9165362,0.9814305,0.3898159,0.5063893,0.3997576,0.4936758,0.3188874,0.3153069,0.214686,0.3591065,0.3544714
73,Antigua and Barbuda,Caribbean,0.7180094,0.601999,0.303316,0.2614906,0.3209906,0.3319906,0.1065094,1.1031414,0.1696746,0.1858586,1.0188692,1.0879299,0.4531414,0.693316,0.552316,1.1046409,1.1386682,1.3795776,1.3360094,1.7144474,1.9495387,3.4425651,3.4589197,2.1653433,2.0899134,2.8325268,1.8624032,4.4917957,4.4451539,5.2819523
74,Aruba,Caribbean,16.2219997,4.9940003,1.5448254,5.3028306,7.3861654,7.0549815,5.3215095,5.1691695,5.1708161,15.3416415,11.5339993,13.1089979,10.9849986,11.893604,10.084952,10.57356,11.752508,11.184032,8.568184,3.4550839,1.8211407,1.6374038,1.866954,1.7006093,3.6833851,5.0915829,3.3206767,4.6607203,7.9420605,7.7966605
75,Bahamas,Caribbean,8.3570038,8.5040004,7.5600014,8.2460055,15.6170023,13.3050003,11.8170003,9.4779986,6.189525,6.2467401,13.1992638,14.9059338,12.2895821,17.3906436,15.785765,12.8917129,12.1437725,11.6578403,17.8248717,13.7393238,14.4505987,10.3116042,14.9316137,13.762764,12.8283962,17.0471122,12.9989614,10.6603349,6.6504333,7.8233712
76,Barbados,Caribbean,3.5100049,3.4340037,3.257,2.5710025,3.8959999,4.9879989,6.783996,5.8780004,8.569005,6.8590038,6.940999,7.8920004,10.1209981,9.0789999,10.8839977,4.9659644,4.7113881,4.360269,4.5127885,5.1670238,4.7824164,4.1753202,4.651882,4.6468185,4.7742113,5.9005507,4.7328642,5.2352754,7.3534519,5.5650599
77,British Virgin Islands,Caribbean,0.0409999,0.0210026,0.0,0.0300021,0.0019992,0.0120007,0.0480013,0.0410011,1.9630034,0.0170023,1.0349998,0.9340083,0.0,0.0079928,0.0219952,0.0149742,0.0180087,0.3800004,0.006,0.53898,2.7499939,0.2329943,0.2750004,0.0970001,0.2899997,0.3470001,0.2449995,0.2770018,0.1870017,0.1539676
78,Cayman Islands,Caribbean,0.2550006,0.4780003,0.3850012,0.2560014,0.2540003,0.3740015,0.2670011,0.2980002,1.9260006,0.2320007,0.306,0.2720008,0.571,2.0230002,0.39,0.173316,0.303316,0.173316,0.65,0.866684,1.95,1.95,1.776684,1.776684,3.3720003,3.2189999,4.2050008,13.1039528,11.7420295,4.6399674
79,Dominica,Caribbean,0.0009996,0.5090016,0.4950036,0.2830027,0.6230062,0.1760011,2.988004,1.0660017,0.6900037,0.4900027,1.5339998,0.6199999,1.1019995,1.7480002,1.8379993,0.7427143,0.2499892,0.3018747,0.3367945,0.4373604,0.4445426,0.3959083,0.3181478,0.3342108,5.7801862,0.744,0.2259998,0.5927664,0.4849452,0.5067759
80,Grenada,Caribbean,0.6450029,0.4189986,0.2910025,0.486001,0.4880025,0.3830006,0.8640009,0.3329999,0.6160014,0.5160002,0.6593172,0.7453156,0.7646844,0.8463164,0.5644812,0.6331807,0.683512,0.5442054,1.0262524,0.5985918,0.9753243,1.0593107,1.0482544,1.0999763,1.351744,1.1452172,1.1844048,0.2189119,0.2265993,0.3254188
81,Montserrat,Caribbean,0.063002,0.0989988,0.0969996,0.1130005,0.0990021,0.0999996,0.0500004,0.0,0.0,0.1340036,0.051,0.0459996,0.063,0.0369996,0.0529992,0.038703,0.0550953,0.0330538,0.0328429,0.0303125,0.0298417,0.0653125,0.0747972,0.0546035,0.0773206,0.0570502,0.0545554,0.0415119,0.031434,0.0097937
82,Netherlands Antilles (former),Caribbean,6.6800019,8.2540023,7.3470006,9.0700046,10.2899994,8.4690027,4.2940003,6.9989993,15.4939987,15.1260034,3.7329996,3.9999996,4.1000004,2.7570001,2.7429996,6.11668,10.08336,6.76666,8.2,8.9028252,6.2063441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3137122
83,Puerto Rico,Caribbean,8.8190035,25.5600008,14.1050011,14.9120012,19.9030035,6.7810013,16.4189997,10.8300032,98.8410024,168.0350052,134.0870039,72.0710014,112.7920021,78.7589997,100.2305515,114.4884101,54.7630884,51.5530057,105.2940612,158.084521,164.0530813,122.0709535,177.3299512,166.0466329,199.2391384,190.9500359,184.7263018,114.6697504,122.1669342,248.6298736
84,Saint Kitts and Nevis,Caribbean,0.433316,1.3,1.3,0.433316,0.433316,0.433316,0.433316,0.433316,0.3566187,0.1519854,0.2886299,0.3749789,0.3522142,0.502806,0.297383,0.1911612,0.2182407,0.214333,0.5373207,0.6602858,0.3869535,0.4367677,0.7464886,0.5135007,0.4938428,0.4999985,0.4999985,0.9806785,0.1359011,0.1950591
85,Saint Lucia,Caribbean,1.9660022,3.0570024,1.5299996,1.793,2.1440061,1.6300043,2.2800008,2.7740106,2.9650047,2.3730004,2.3709998,2.9969997,1.2934567,2.417987,3.4948735,2.3321575,1.8849007,2.260327,2.0357119,1.3734334,1.7974856,0.9653271,2.8371137,2.3121454,1.8364188,2.473368,2.149783,2.5249941,0.9454613,0.3944457
86,Saint Vincent & the Grenadines,Caribbean,0.0650011,0.3050067,0.763,0.6370011,0.3660013,0.6539985,0.5380039,0.6180013,0.942001,0.804,0.9359991,0.972,1.3149991,1.0909999,0.4981325,0.307278,0.3403977,0.5650007,0.6849798,0.3100591,0.3496033,0.2423852,0.3598081,0.4544871,0.6053665,0.5479068,0.7501355,0.3002997,0.5416407,0.0678946
87,Belize,Central America & Mexico,4.5220018,4.8620005,5.4190033,5.4840051,5.6110028,9.6040006,9.6170002,14.7899983,10.7270048,7.4480045,13.4989992,9.1529986,11.0559987,1.301,1.87,0.6485306,3.3790872,2.2738767,1.5938967,1.8134186,2.4098974,2.407705,3.9583947,5.9046682,8.5368528,14.0189421,14.2627251,15.8769769,22.9318212,25.6759918
88,Bermuda,Central America & Mexico,4.0580013,4.5609998,4.5830005,4.1340009,4.1170004,3.9666748,6.6333348,4.0500148,4.0500148,4.6333548,4.6333348,4.6333348,8.0098255,0.9789854,1.2764855,1.9404855,2.7933347,1.3645578,1.4862064,2.3157641,2.6715654,4.4968741,4.2255673,6.397855,9.6459836,8.2879724,4.5869767,4.7111635,4.8999536,4.5737126
89,Curaçao,Central America & Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9095059,8.4676584,7.3765918,9.0242167,10.5706001,9.5340501,10.2329167,8.603262,3.2387492
90,Albania,Europe,28.4169996,9.2829996,33.333,59.685,67.8020004,31.302,11.2749999,1.6509995,6.2479993,42.1419991,71.3239986,77.2080012,71.4749998,76.1610011,68.863125,67.4799233,103.3422587,112.7210972,115.3485364,122.1666575,113.652596,116.8118927,123.3458348,131.378775,123.046159,143.4644625,154.179756,154.9068371,125.1426719,144.6857543
91,Belarus,Europe,0.0,0.0,5.4999991,9.9999996,30.0,64.2210044,28.2640014,79.7389971,14.0340029,12.1709999,26.5239968,28.3769975,32.2389974,64.2709964,92.7231093,163.2438156,210.8968642,257.6437595,290.904968,170.6071482,179.8581931,158.4058792,200.6514739,199.9302376,257.1181869,258.6168845,275.1394838,333.2529467,382.6707913,379.0884967
92,Bosnia and Herzegovina,Europe,0.0,0.0,36.6000011,42.7000013,18.8500005,16.450001,21.7860007,20.04,314.4820036,84.3650002,64.8039983,114.1589983,182.8989973,401.4747566,394.6882425,367.9234883,410.8004389,410.0797781,407.6622407,342.3373356,316.9790092,373.2707886,396.6710989,409.4135248,392.3815892,408.1742516,405.3512757,390.7684628,403.3309677,401.9280658
93,Georgia,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6810092,50.0750078,42.8049991,34.9099981,34.3219975,42.1148521,80.9688852,86.0282153,81.3900587,127.6906793,92.268471,134.2457248,137.6933284,147.1034275,154.7945108,168.0476145,168.221578,183.538654,187.3023487,195.2928647,192.8313107,210.7216433
94,Gibraltar,Europe,2.5200031,2.4999996,0.9999996,0.9999996,0.6029999,0.6719996,1.6919996,0.8769999,0.8849991,0.1730003,0.4209996,0.1230004,2.4859997,1.0299995,0.91378,1.0373338,1.6499367,1.36162,0.9926167,1.2287973,0.7944703,1.8942146,0.2294233,1.1463167,0.0908448,1.5690782,0.4999996,3.0019594,2.9277712,3.0174707
95,Holy See,Europe,2.7470009,3.4550005,3.3569997,2.5120006,2.0859997,1.7160018,1.4009994,1.5910006,1.5100001,1.5289997,1.3560001,0.873,1.6099997,1.0820001,1.073,0.9320001,0.8029945,0.4959999,0.303,0.28,0.314,0.253,0.0999997,0.0999997,0.0999997,0.0999997,0.0999997,0.0023601,0.0,0.0
96,Iceland,Europe,37.6739997,41.9850067,42.9520085,43.1040023,38.8859989,39.5109964,42.2450045,38.1020032,44.0940068,40.6880022,43.5580008,39.9500027,43.2640021,43.5810024,44.5400009,48.6907917,44.6428701,47.7870572,44.0842441,47.2911679,44.8709134,42.0211058,44.7546934,46.3704558,46.7699987,50.1019302,53.7669111,51.8124386,51.1676121,53.5323139
97,Montenegro,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.4219277,150.3104695,144.6921443,206.2143197,218.9839913,146.7135536,74.9732784,82.8759445,65.2765109,65.2733866,59.4797565,58.7811535,58.9266421,145.0882351
98,North Macedonia,Europe,0.0,0.0,78.7580003,51.2620063,63.2880027,69.8450062,51.3920011,53.162001,77.0770019,62.4190011,36.6669987,90.1150011,107.9999997,126.4230651,130.5322374,135.9624765,132.2118306,144.501289,136.4016004,146.261304,133.4233391,135.3829597,148.0780089,156.0422923,145.352976,146.9269041,153.1092265,151.1208726,158.5295013,165.5314887
99,Republic of Moldova,Europe,0.0,0.0,5.4850008,0.8000004,0.8010014,1.6609988,2.8520041,5.2690029,4.4649959,2.569002,3.2479994,13.7779985,12.9799983,22.8959974,8.3149281,11.3264055,15.835838,25.0115265,27.0255414,27.7135068,34.6341126,38.5377849,39.9975573,39.3405016,44.7378182,40.1406038,51.4101861,51.8814696,61.2095926,66.739229
100,Serbia,Europe,0.0,0.0,482.7580043,0.0,0.0,0.0,179.7740006,307.4090017,466.8200045,451.2000051,644.1300013,672.4359983,747.3009982,772.8429998,859.9020841,653.1156035,613.1361182,619.835134,690.0643937,577.5527516,555.9935159,585.0792926,604.8609219,579.5109765,594.4677741,511.497486,610.9896947,575.5362322,549.7379033,616.5576421
101,Ukraine,Europe,0.0,0.0,23.4,13.866684,83.259976,185.190024,269.20666,170.653344,135.6896851,265.9600028,184.235317,232.756316,443.282262,650.7510258,744.2672641,1032.5306881,988.9466514,1084.621251,1828.960633,1541.0719743,1588.2468245,1371.7411358,1293.8305393,1402.8813149,1291.0764622,1155.125747,1183.6203586,1146.8406563,1337.7577636,1457.3485632
102,USSR,Europe,2099.1830105,1086.8170054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Yugoslavia SFR,Europe,1033.5070002,638.3750027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Canada,North America,2253.4780086,2356.1460111,2271.0120155,2488.9170172,2827.1299842,2509.8929919,2763.4559935,2863.8889892,3410.3409962,3315.1610043,3321.0669973,3376.9479831,3199.3249654,2984.9467903,3508.8544471,3588.623495,3809.0372084,3902.2417613,3805.3839936,3896.478076,4365.799131,4542.1087531,4443.5295621,4519.7334175,4981.0251193,4697.8655188,4872.7752199,5098.4638039,5113.9615003,5420.4019798
105,Argentina,South America,508.3609985,577.4639991,697.7609998,648.8519955,646.416004,630.2280026,711.5560079,743.1180005,642.5130046,650.0679955,629.2129932,640.7209797,529.0519864,631.9279825,586.1164147,596.008385,581.4124208,649.0674873,575.9269074,562.3189992,627.9828366,592.0061024,760.2645178,803.7134398,562.0923252,631.5170649,523.599001,627.3326881,598.6338354,634.5811595
106,Chile,South America,115.6400025,133.9580008,203.9300013,187.1550035,153.7269991,200.1260028,248.2250001,224.6120036,198.3100023,176.6170056,244.9359938,275.844994,239.1099965,256.7109966,257.2850525,266.5219846,267.6488385,285.9965182,315.3516661,232.2197748,384.1979427,305.4918464,263.8329079,320.0108647,346.7844137,348.1537561,351.8554965,376.4459135,392.1871108,471.2791563
107,Suriname,South America,1.9370001,7.0019999,2.9280037,3.7080012,3.4590034,8.0550023,7.6900016,10.143003,11.1769982,6.6520009,12.1329984,10.8169986,8.9079997,9.8401356,17.3123973,13.5001534,14.3289602,14.4321587,17.0478195,16.6537479,16.2051029,15.900255,15.4624465,18.5934197,18.4225372,16.1664942,15.436162,9.703499,13.5375482,9.714807
108,Uruguay,South America,42.2610009,30.1909979,45.5440012,32.3130007,39.978,38.922004,42.0590019,41.9780028,47.8290021,45.0900025,42.7119979,57.0769955,41.3259975,47.8491404,50.6237407,53.2159948,48.4316574,58.4523549,54.8531886,55.8186765,61.6932503,63.0861478,59.8158646,59.9831429,59.11335,59.9557955,55.1478911,56.3128352,56.8411743,56.6281008
109,Total,,12881.71227,12893.4768989,12068.5771341,12093.3213454,12780.7228773,11347.3457832,12534.4612747,13368.9782039,13363.1122351,15252.9131066,15568.8889406,16584.6301339,17604.600997,17294.9938889,19947.2848782,19970.4884527,20395.5550676,22020.419179,23483.3109822,23287.8271223,25572.6282589,26433.3514199,27999.4508787,29638.3739224,30041.9678511,31230.3302969,32374.4516463,34566.7016105,35922.4991162,38959.1175224999
110,Africa,Africa,2088.2558492,2875.7966795,2089.2880337,2633.8870162,2717.1546953,1919.6889833,2306.0216044,2700.4105638,1750.4980744,3553.1315235,3189.705304,2817.1337226,3452.5532074,3270.8150877,3913.2680978,3686.9767416,3682.459153,3976.5572206,4530.8234675,4442.8493911,4652.604738,4498.6755526,4972.6137521,5816.4319742,5243.2758629,5545.8986402,5878.6161449,5255.7286044,5867.7835717,6748.3632173
111,Asia & Oceania,Asia & Oceania,4611.3670444,5063.4901783,5995.9119109,5819.2169504,6015.4317124,5571.564789,5777.0733146,6042.1246319,6032.9477722,6263.639943,6813.4619319,7966.8266488,8278.3246908,7758.0091704,9035.7595778,9039.7376011,9099.1105253,10056.1893973,10250.4752763,10563.5931181,11930.6912055,13142.6779741,14174.8108626,14667.8260612,15438.4916929,16702.1918878,17296.4175905,19840.7222759,20355.6746578,21647.3633215
112,Caribbean,Caribbean,47.7843487,57.5910175,39.0571508,44.7246606,62.1224962,44.7292997,52.2423444,45.3696461,144.7336571,217.1812518,178.4560804,120.7901661,157.0780774,129.9869037,148.1320082,155.0443394,98.8760944,91.784185,151.6601704,196.7954683,202.9282953,147.3756685,210.1820041,195.3645335,236.9155991,231.1742366,217.2713915,157.9726798,163.2121531,293.0584239
113,Central America & Mexico,Central America & Mexico,8.5800031,9.4230003,10.0020038,9.618006,9.7280032,13.5706754,16.250335,18.8400131,14.7770196,12.0813593,18.132334,13.7863334,19.0658242,2.2799854,3.1464855,2.5890161,6.1724219,3.6384345,3.0801031,4.1291827,5.0814628,8.814085,16.6516204,19.679115,27.2070531,32.8775146,28.3837519,30.8210571,36.4350368,33.4884536
114,Europe,Europe,3204.048014,1782.4150145,713.1430134,224.9296941,305.5759795,410.5680322,609.8876713,678.4933499,1109.9857084,1013.2910202,1119.0723097,1304.6853121,1679.8582517,2202.6276963,2426.7866566,2568.2707417,2788.0777877,2982.0596612,3778.7083897,3316.9706877,3325.4442938,3117.215035,3082.2873406,3217.0379539,3128.6398977,2964.5293882,3134.94899699999,3113.1982536,3324.2325278,3644.2389028
115,North America,North America,2253.4780086,2356.1460111,2271.0120155,2488.9170172,2827.1299842,2509.8929919,2763.4559935,2863.8889892,3410.3409962,3315.1610043,3321.0669973,3376.9479831,3199.3249654,2984.9467903,3508.8544471,3588.623495,3809.0372084,3902.2417613,3805.3839936,3896.478076,4365.799131,4542.1087531,4443.5295621,4519.7334175,4981.0251193,4697.8655188,4872.7752199,5098.4638039,5113.9615003,5420.4019798
116,South America,South America,668.199002,748.6149977,950.163006,872.0280009,843.5800065,877.3310117,1009.5300115,1019.8510099,899.8290072,878.4270045,928.9939833,984.4599678,818.3959801,946.3282551,911.3376052,929.2465178,911.8218769,1007.9485191,963.1795816,867.0111984,1090.0791325,976.4843516,1099.3757368,1202.3008671,986.4126261,1055.7931107,946.0385506,1069.7949358,1061.1996687,1172.2032236
